Transaction_ID,Transaction_Type,Category,Amount,Date,Season,Weather,Customer_ID,Incident_ID
390,Expense,Equipment Maintenance,-647,2025-02-25,Winter,Snowy,,
391,Expense,Staff Salary,-4272,2025-02-25,Winter,Sunny,,
392,Expense,Equipment Maintenance,-713,2025-02-25,Summer,Rainy,,
393,Revenue,Ticket Sale,640,2025-02-25,Winter,Snowy,3094,
394,Expense,Ambulance Call,-2116,2025-02-25,Summer,Windy,,601
395,Revenue,Ticket Sale,160,2025-02-25,Summer,Rainy,8145,
396,Expense,Staff Salary,-8717,2025-02-25,Summer,Rainy,,
397,Expense,Staff Salary,-4946,2025-02-25,Winter,Snowy,,
398,Revenue,Rental,100,2025-02-25,Summer,Windy,5745,
399,Expense,Equipment Maintenance,-806,2025-02-25,Winter,Snowy,,
400,Expense,Staff Salary,-4243,2025-02-25,Summer,Windy,,
401,Expense,Equipment Maintenance,-805,2025-02-25,Winter,Snowy,,
402,Expense,Equipment Maintenance,-721,2025-02-25,Summer,Windy,,
403,Expense,Ambulance Call,-2343,2025-02-25,Summer,Windy,,400
404,Revenue,Rental,30,2025-02-25,Winter,Sunny,4568,
405,Expense,Staff Salary,-7590,2025-02-25,Winter,Windy,,
406,Revenue,Rental,60,2025-02-25,Summer,Rainy,5855,
407,Revenue,Rental,30,2025-02-25,Winter,Snowy,1747,
408,Revenue,Ticket Sale,300,2025-02-25,Winter,Foggy,3427,
409,Revenue,Ticket Sale,400,2025-02-25,Winter,Foggy,5079,
410,Expense,Ambulance Call,-2192,2025-02-25,Winter,Sunny,,645
411,Expense,Staff Salary,-8425,2025-02-25,Summer,Sunny,,
412,Revenue,Rental,60,2025-02-25,Summer,Windy,7690,
413,Revenue,Ticket Sale,160,2025-02-25,Summer,Sunny,6824,
414,Expense,Ambulance Call,-1390,2025-02-25,Summer,Sunny,,20
415,Expense,Ambulance Call,-1380,2025-02-25,Winter,Windy,,400
416,Expense,Ambulance Call,-2329,2025-02-25,Summer,Sunny,,473
417,Revenue,Rental,200,2025-02-25,Winter,Windy,8308,
418,Revenue,Rental,50,2025-02-25,Summer,Rainy,8848,
419,Expense,Equipment Maintenance,-812,2025-02-25,Summer,Sunny,,
420,Revenue,Rental,60,2025-02-25,Winter,Snowy,9036,
421,Revenue,Ticket Sale,720,2025-02-25,Winter,Foggy,6081,
422,Expense,Staff Salary,-5211,2025-02-25,Winter,Windy,,
423,Revenue,Rental,180,2025-02-25,Winter,Sunny,2180,
424,Expense,Equipment Maintenance,-815,2025-02-25,Winter,Windy,,
425,Revenue,Ticket Sale,250,2025-02-25,Winter,Snowy,2633,
426,Revenue,Ticket Sale,2800,2025-02-25,Summer,Sunny,1222,
427,Revenue,Rental,180,2025-02-25,Winter,Snowy,2369,
428,Revenue,Ticket Sale,5600,2025-02-25,Winter,Sunny,2742,
429,Revenue,Ticket Sale,160,2025-02-25,Summer,Windy,4314,
430,Expense,Equipment Maintenance,-370,2025-02-25,Summer,Windy,,
431,Expense,Ambulance Call,-1477,2025-02-25,Winter,Foggy,,909
432,Revenue,Ticket Sale,4200,2025-02-25,Winter,Snowy,9905,
433,Expense,Staff Salary,-8552,2025-02-25,Summer,Windy,,
434,Revenue,Ticket Sale,6300,2025-02-25,Winter,Sunny,2684,
435,Expense,Staff Salary,-8386,2025-02-25,Summer,Sunny,,
436,Revenue,Ticket Sale,160,2025-02-25,Summer,Sunny,4675,
437,Expense,Equipment Maintenance,-591,2025-02-25,Winter,Windy,,
438,Expense,Ambulance Call,-1755,2025-02-25,Winter,Foggy,,414
439,Revenue,Ticket Sale,320,2025-02-25,Summer,Windy,9057,
440,Revenue,Ticket Sale,350,2025-02-25,Winter,Snowy,5617,
441,Revenue,Ticket Sale,560,2025-02-25,Winter,Foggy,6906,
442,Revenue,Rental,30,2025-02-25,Winter,Snowy,8022,
443,Revenue,Rental,100,2025-02-25,Summer,Windy,7967,
444,Expense,Ambulance Call,-2179,2025-02-25,Summer,Windy,,621
445,Expense,Equipment Maintenance,-807,2025-02-25,Winter,Foggy,,
446,Revenue,Ticket Sale,160,2025-02-25,Summer,Rainy,1035,
447,Revenue,Rental,225,2025-02-25,Winter,Foggy,7399,
448,Revenue,Ticket Sale,2800,2025-02-25,Summer,Sunny,8003,
449,Revenue,Ticket Sale,320,2025-02-25,Summer,Sunny,6292,
450,Expense,Ambulance Call,-2210,2025-02-25,Winter,Windy,,569
451,Expense,Equipment Maintenance,-330,2025-02-25,Summer,Rainy,,
452,Expense,Ambulance Call,-1259,2025-02-25,Summer,Windy,,256
453,Expense,Equipment Maintenance,-720,2025-02-25,Winter,Windy,,
454,Expense,Staff Salary,-7622,2025-02-25,Summer,Windy,,
455,Expense,Staff Salary,-8399,2025-02-25,Summer,Windy,,
456,Revenue,Ticket Sale,7000,2025-02-25,Winter,Windy,7911,
457,Revenue,Rental,160,2025-02-25,Winter,Sunny,6926,
458,Expense,Ambulance Call,-2062,2025-02-25,Winter,Sunny,,888
459,Revenue,Ticket Sale,250,2025-02-25,Winter,Sunny,6723,
460,Expense,Equipment Maintenance,-841,2025-02-25,Winter,Foggy,,
461,Revenue,Rental,200,2025-02-25,Winter,Windy,4452,
462,Revenue,Ticket Sale,300,2025-02-25,Winter,Snowy,3344,
463,Expense,Ambulance Call,-1107,2025-02-25,Winter,Windy,,83
464,Expense,Equipment Maintenance,-567,2025-02-25,Winter,Sunny,,
465,Revenue,Rental,240,2025-02-25,Winter,Sunny,6984,
466,Revenue,Ticket Sale,4200,2025-02-25,Winter,Snowy,1204,
467,Revenue,Rental,100,2025-02-25,Summer,Sunny,8696,
468,Expense,Equipment Maintenance,-554,2025-02-25,Summer,Rainy,,
469,Revenue,Ticket Sale,320,2025-02-25,Summer,Rainy,5698,
470,Revenue,Ticket Sale,6300,2025-02-25,Winter,Sunny,3843,
471,Expense,Equipment Maintenance,-556,2025-02-25,Winter,Sunny,,
472,Expense,Equipment Maintenance,-682,2025-02-25,Summer,Windy,,
473,Expense,Staff Salary,-4441,2025-02-25,Summer,Windy,,
474,Revenue,Rental,100,2025-02-25,Summer,Windy,7941,
475,Expense,Staff Salary,-6646,2025-02-25,Summer,Sunny,,
476,Revenue,Rental,100,2025-02-25,Summer,Sunny,7560,
477,Revenue,Rental,70,2025-02-25,Winter,Windy,2264,
478,Expense,Ambulance Call,-1389,2025-02-25,Summer,Rainy,,688
479,Revenue,Ticket Sale,2100,2025-02-25,Summer,Sunny,7086,
480,Expense,Ambulance Call,-2067,2025-02-25,Summer,Sunny,,174
481,Expense,Ambulance Call,-1597,2025-02-25,Winter,Sunny,,579
482,Expense,Ambulance Call,-1018,2025-02-25,Winter,Snowy,,294
483,Revenue,Rental,315,2025-02-25,Winter,Sunny,1179,
484,Revenue,Ticket Sale,300,2025-02-25,Winter,Snowy,4937,
485,Expense,Staff Salary,-6654,2025-02-25,Winter,Sunny,,
486,Revenue,Ticket Sale,240,2025-02-25,Summer,Sunny,6154,
487,Expense,Ambulance Call,-2380,2025-02-25,Summer,Sunny,,492
488,Revenue,Rental,60,2025-02-25,Summer,Windy,6152,
489,Revenue,Ticket Sale,100,2025-02-25,Summer,Sunny,6428,
490,Revenue,Ticket Sale,300,2025-02-25,Winter,Snowy,7260,
491,Revenue,Rental,30,2025-02-25,Winter,Foggy,3482,
492,Revenue,Ticket Sale,240,2025-02-25,Summer,Sunny,4794,
493,Expense,Staff Salary,-5547,2025-02-25,Winter,Snowy,,
494,Revenue,Rental,60,2025-02-25,Summer,Rainy,6554,
495,Expense,Equipment Maintenance,-454,2025-02-25,Summer,Windy,,
496,Revenue,Rental,30,2025-02-25,Winter,Windy,4421,
497,Expense,Staff Salary,-5269,2025-02-25,Winter,Snowy,,
498,Revenue,Ticket Sale,100,2025-02-25,Summer,Sunny,3336,
499,Revenue,Ticket Sale,400,2025-02-25,Winter,Windy,8451,
500,Revenue,Rental,315,2025-02-25,Winter,Foggy,2116,
501,Revenue,Ticket Sale,160,2025-02-25,Summer,Rainy,2165,
502,Expense,Equipment Maintenance,-416,2025-02-25,Summer,Rainy,,
503,Revenue,Rental,90,2025-02-25,Summer,Rainy,3031,
504,Expense,Ambulance Call,-1769,2025-02-25,Winter,Foggy,,685
505,Revenue,Rental,90,2025-02-25,Summer,Windy,8222,
506,Revenue,Ticket Sale,1400,2025-02-25,Summer,Rainy,7769,
507,Revenue,Ticket Sale,2100,2025-02-25,Summer,Rainy,1934,
508,Revenue,Rental,180,2025-02-25,Winter,Sunny,2725,
509,Expense,Staff Salary,-6306,2025-02-25,Summer,Sunny,,
510,Revenue,Rental,90,2025-02-25,Summer,Sunny,7360,
511,Expense,Equipment Maintenance,-721,2025-02-25,Winter,Foggy,,
512,Expense,Staff Salary,-5209,2025-02-25,Summer,Windy,,
513,Revenue,Ticket Sale,1400,2025-02-25,Summer,Sunny,3953,
514,Expense,Equipment Maintenance,-663,2025-02-25,Winter,Windy,,
515,Expense,Ambulance Call,-1377,2025-02-25,Winter,Windy,,96
516,Expense,Staff Salary,-8675,2025-02-25,Summer,Rainy,,
517,Expense,Equipment Maintenance,-495,2025-02-25,Summer,Sunny,,
518,Expense,Equipment Maintenance,-397,2025-02-25,Winter,Foggy,,
519,Expense,Equipment Maintenance,-321,2025-02-25,Winter,Snowy,,
520,Expense,Ambulance Call,-2473,2025-02-25,Winter,Snowy,,42
521,Expense,Ambulance Call,-2195,2025-02-25,Summer,Sunny,,775
522,Revenue,Ticket Sale,320,2025-02-25,Summer,Sunny,4465,
523,Expense,Ambulance Call,-1133,2025-02-25,Summer,Rainy,,312
524,Revenue,Ticket Sale,300,2025-02-25,Winter,Snowy,5487,
525,Expense,Equipment Maintenance,-324,2025-02-25,Winter,Foggy,,
526,Revenue,Rental,150,2025-02-25,Summer,Windy,5250,
527,Expense,Equipment Maintenance,-484,2025-02-25,Winter,Sunny,,
528,Revenue,Rental,30,2025-02-25,Summer,Rainy,4253,
529,Expense,Equipment Maintenance,-866,2025-02-25,Summer,Rainy,,
530,Expense,Ambulance Call,-1143,2025-02-25,Winter,Windy,,673
531,Revenue,Ticket Sale,550,2025-02-25,Winter,Snowy,3369,
532,Revenue,Rental,100,2025-02-25,Summer,Sunny,8514,
533,Revenue,Ticket Sale,200,2025-02-25,Summer,Rainy,7658,
534,Revenue,Rental,60,2025-02-25,Winter,Windy,8361,
535,Revenue,Rental,270,2025-02-25,Winter,Sunny,4074,
536,Revenue,Rental,200,2025-02-25,Winter,Windy,6703,
537,Expense,Ambulance Call,-1432,2025-02-25,Winter,Sunny,,644
538,Expense,Ambulance Call,-1264,2025-02-25,Winter,Foggy,,923
539,Expense,Equipment Maintenance,-728,2025-02-25,Winter,Windy,,
540,Expense,Ambulance Call,-1415,2025-02-25,Summer,Rainy,,627
541,Expense,Ambulance Call,-2476,2025-02-25,Summer,Windy,,184
542,Expense,Equipment Maintenance,-496,2025-02-25,Winter,Windy,,
543,Expense,Staff Salary,-7124,2025-02-25,Summer,Sunny,,
544,Expense,Equipment Maintenance,-779,2025-02-25,Winter,Windy,,
545,Expense,Equipment Maintenance,-742,2025-02-25,Summer,Windy,,
546,Expense,Staff Salary,-5353,2025-02-25,Summer,Windy,,
547,Revenue,Ticket Sale,4900,2025-02-25,Winter,Sunny,2468,
548,Revenue,Ticket Sale,7700,2025-02-25,Winter,Windy,9133,
549,Expense,Staff Salary,-4889,2025-02-25,Winter,Windy,,
550,Expense,Equipment Maintenance,-422,2025-02-25,Winter,Foggy,,
551,Expense,Equipment Maintenance,-686,2025-02-25,Winter,Snowy,,
552,Revenue,Rental,150,2025-02-25,Summer,Sunny,8693,
553,Expense,Equipment Maintenance,-647,2025-02-25,Summer,Rainy,,
554,Expense,Ambulance Call,-1028,2025-02-25,Summer,Sunny,,414
555,Expense,Ambulance Call,-1974,2025-02-25,Summer,Rainy,,556
556,Revenue,Rental,90,2025-02-25,Summer,Windy,1068,
557,Revenue,Ticket Sale,500,2025-02-25,Winter,Sunny,3512,
558,Revenue,Rental,150,2025-02-25,Summer,Rainy,8045,
559,Expense,Staff Salary,-7365,2025-02-25,Summer,Sunny,,
560,Expense,Staff Salary,-4588,2025-02-25,Summer,Sunny,,
561,Expense,Equipment Maintenance,-648,2025-02-25,Summer,Sunny,,
562,Expense,Ambulance Call,-2170,2025-02-25,Winter,Windy,,957
563,Revenue,Rental,50,2025-02-25,Winter,Windy,2631,
564,Expense,Staff Salary,-4903,2025-02-25,Winter,Sunny,,
565,Expense,Ambulance Call,-1519,2025-02-25,Summer,Windy,,291
566,Revenue,Ticket Sale,320,2025-02-25,Summer,Sunny,2528,
567,Expense,Staff Salary,-6169,2025-02-25,Summer,Sunny,,
568,Expense,Staff Salary,-4339,2025-02-25,Winter,Sunny,,
569,Revenue,Ticket Sale,550,2025-02-25,Winter,Windy,3138,
570,Revenue,Rental,90,2025-02-25,Summer,Sunny,4633,
571,Expense,Equipment Maintenance,-896,2025-02-25,Winter,Snowy,,
572,Revenue,Ticket Sale,320,2025-02-25,Summer,Windy,5505,
573,Expense,Staff Salary,-4556,2025-02-25,Winter,Sunny,,
574,Expense,Equipment Maintenance,-435,2025-02-25,Winter,Sunny,,
575,Revenue,Rental,315,2025-02-25,Winter,Sunny,5627,
576,Revenue,Ticket Sale,350,2025-02-25,Winter,Sunny,9097,
577,Revenue,Ticket Sale,400,2025-02-25,Winter,Windy,9045,
578,Expense,Equipment Maintenance,-633,2025-02-25,Summer,Sunny,,
579,Expense,Equipment Maintenance,-632,2025-02-25,Winter,Snowy,,
580,Expense,Equipment Maintenance,-626,2025-02-25,Summer,Rainy,,
581,Expense,Ambulance Call,-1014,2025-02-25,Winter,Snowy,,12
582,Revenue,Ticket Sale,550,2025-02-25,Winter,Sunny,6616,
583,Expense,Staff Salary,-5637,2025-02-25,Summer,Windy,,
584,Expense,Staff Salary,-8321,2025-02-25,Winter,Snowy,,
585,Revenue,Rental,50,2025-02-25,Summer,Sunny,1484,
586,Expense,Ambulance Call,-2431,2025-02-25,Winter,Snowy,,184
587,Expense,Ambulance Call,-1112,2025-02-25,Winter,Sunny,,256
588,Revenue,Rental,315,2025-02-25,Winter,Sunny,5384,
589,Revenue,Ticket Sale,1400,2025-02-25,Summer,Sunny,6710,
590,Expense,Equipment Maintenance,-565,2025-02-25,Summer,Rainy,,
591,Expense,Equipment Maintenance,-790,2025-02-25,Summer,Windy,,
592,Revenue,Rental,30,2025-02-25,Winter,Foggy,4242,
593,Revenue,Ticket Sale,160,2025-02-25,Summer,Rainy,6105,
594,Expense,Equipment Maintenance,-605,2025-02-25,Winter,Windy,,
595,Expense,Staff Salary,-7536,2025-02-25,Summer,Rainy,,
596,Expense,Staff Salary,-5723,2025-02-25,Summer,Rainy,,
597,Expense,Equipment Maintenance,-793,2025-02-25,Winter,Windy,,
598,Expense,Ambulance Call,-2391,2025-02-25,Winter,Foggy,,96
599,Revenue,Ticket Sale,150,2025-02-25,Summer,Sunny,9378,
600,Expense,Staff Salary,-4419,2025-02-25,Summer,Rainy,,
601,Revenue,Ticket Sale,160,2025-02-25,Summer,Rainy,2878,
602,Revenue,Rental,150,2025-02-25,Summer,Rainy,6861,
603,Expense,Ambulance Call,-1170,2025-02-25,Winter,Snowy,,649
604,Revenue,Ticket Sale,500,2025-02-25,Winter,Foggy,1157,
605,Revenue,Rental,70,2025-02-25,Winter,Foggy,8624,
606,Expense,Staff Salary,-5450,2025-02-25,Summer,Sunny,,
607,Expense,Ambulance Call,-2048,2025-02-25,Winter,Windy,,408
608,Expense,Staff Salary,-7261,2025-02-25,Winter,Sunny,,
609,Expense,Staff Salary,-5164,2025-02-25,Summer,Windy,,
610,Expense,Equipment Maintenance,-854,2025-02-25,Winter,Windy,,
611,Revenue,Rental,100,2025-02-25,Summer,Rainy,4229,
612,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,5496,
613,Expense,Equipment Maintenance,-614,2025-02-25,Winter,Sunny,,
614,Expense,Staff Salary,-7515,2025-02-25,Winter,Foggy,,
615,Expense,Staff Salary,-5342,2025-02-25,Summer,Sunny,,
616,Revenue,Ticket Sale,250,2025-02-25,Winter,Foggy,1076,
617,Expense,Equipment Maintenance,-391,2025-02-25,Summer,Sunny,,
618,Expense,Ambulance Call,-1178,2025-02-25,Winter,Sunny,,20
619,Revenue,Ticket Sale,4900,2025-02-25,Winter,Windy,7800,
620,Expense,Ambulance Call,-1110,2025-02-25,Summer,Rainy,,601
621,Expense,Staff Salary,-8563,2025-02-25,Summer,Sunny,,
622,Expense,Staff Salary,-6779,2025-02-25,Summer,Rainy,,
623,Expense,Ambulance Call,-1480,2025-02-25,Winter,Windy,,826
624,Revenue,Ticket Sale,2100,2025-02-25,Summer,Windy,7126,
625,Revenue,Rental,120,2025-02-25,Winter,Sunny,1783,
626,Expense,Ambulance Call,-1993,2025-02-25,Winter,Sunny,,780
627,Revenue,Ticket Sale,4900,2025-02-25,Winter,Snowy,4131,
628,Revenue,Ticket Sale,150,2025-02-25,Summer,Windy,1860,
629,Revenue,Ticket Sale,800,2025-02-25,Winter,Sunny,5985,
630,Expense,Staff Salary,-7503,2025-02-25,Summer,Rainy,,
631,Revenue,Rental,90,2025-02-25,Summer,Rainy,3257,
632,Expense,Ambulance Call,-1605,2025-02-25,Winter,Snowy,,267
633,Expense,Equipment Maintenance,-728,2025-02-25,Summer,Windy,,
634,Expense,Staff Salary,-7340,2025-02-25,Winter,Snowy,,
635,Expense,Equipment Maintenance,-836,2025-02-25,Summer,Windy,,
636,Expense,Equipment Maintenance,-447,2025-02-25,Summer,Rainy,,
637,Expense,Ambulance Call,-2141,2025-02-25,Winter,Sunny,,502
638,Expense,Staff Salary,-4849,2025-02-25,Winter,Foggy,,
639,Revenue,Ticket Sale,550,2025-02-25,Winter,Snowy,2231,
640,Revenue,Ticket Sale,300,2025-02-25,Winter,Snowy,4541,
641,Expense,Equipment Maintenance,-365,2025-02-25,Summer,Sunny,,
642,Revenue,Rental,40,2025-02-25,Winter,Foggy,9644,
643,Expense,Equipment Maintenance,-669,2025-02-25,Summer,Rainy,,
644,Revenue,Rental,270,2025-02-25,Winter,Sunny,4584,
645,Expense,Staff Salary,-4494,2025-02-25,Summer,Rainy,,
646,Revenue,Rental,315,2025-02-25,Winter,Windy,2124,
647,Expense,Ambulance Call,-2137,2025-02-25,Summer,Sunny,,167
648,Revenue,Ticket Sale,880,2025-02-25,Winter,Windy,2805,
649,Revenue,Rental,120,2025-02-25,Winter,Windy,5370,
650,Expense,Staff Salary,-7510,2025-02-25,Summer,Windy,,
651,Expense,Ambulance Call,-2170,2025-02-25,Summer,Rainy,,189
652,Expense,Equipment Maintenance,-334,2025-02-25,Winter,Foggy,,
653,Expense,Equipment Maintenance,-608,2025-02-25,Winter,Snowy,,
654,Expense,Ambulance Call,-1537,2025-02-25,Summer,Windy,,83
655,Expense,Ambulance Call,-1749,2025-02-25,Summer,Rainy,,157
656,Expense,Equipment Maintenance,-313,2025-02-25,Winter,Windy,,
657,Revenue,Rental,280,2025-02-25,Winter,Foggy,7597,
658,Expense,Staff Salary,-5451,2025-02-25,Summer,Windy,,
659,Expense,Equipment Maintenance,-532,2025-02-25,Summer,Windy,,
660,Revenue,Rental,120,2025-02-25,Winter,Sunny,2819,
661,Revenue,Ticket Sale,560,2025-02-25,Winter,Sunny,5361,
662,Expense,Ambulance Call,-1938,2025-02-25,Winter,Sunny,,414
663,Expense,Equipment Maintenance,-739,2025-02-25,Summer,Rainy,,
664,Expense,Ambulance Call,-2298,2025-02-25,Winter,Snowy,,917
665,Revenue,Rental,40,2025-02-25,Winter,Snowy,6695,
666,Expense,Staff Salary,-8534,2025-02-25,Summer,Windy,,
667,Revenue,Ticket Sale,320,2025-02-25,Summer,Windy,2544,
668,Expense,Ambulance Call,-2312,2025-02-25,Summer,Windy,,430
669,Revenue,Ticket Sale,560,2025-02-25,Winter,Foggy,3730,
670,Revenue,Rental,90,2025-02-25,Summer,Rainy,1208,
671,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,3908,
672,Revenue,Ticket Sale,500,2025-02-25,Winter,Snowy,6769,
673,Revenue,Rental,120,2025-02-25,Winter,Windy,8742,
674,Expense,Staff Salary,-4126,2025-02-25,Winter,Sunny,,
675,Expense,Staff Salary,-5191,2025-02-25,Summer,Sunny,,
676,Revenue,Ticket Sale,500,2025-02-25,Winter,Snowy,2638,
677,Expense,Equipment Maintenance,-642,2025-02-25,Summer,Rainy,,
678,Expense,Ambulance Call,-2019,2025-02-25,Summer,Windy,,915
679,Expense,Equipment Maintenance,-609,2025-02-25,Summer,Rainy,,
680,Expense,Ambulance Call,-1661,2025-02-25,Winter,Foggy,,579
681,Expense,Ambulance Call,-1527,2025-02-25,Summer,Sunny,,957
682,Expense,Equipment Maintenance,-839,2025-02-25,Winter,Snowy,,
683,Expense,Ambulance Call,-1418,2025-02-25,Winter,Snowy,,921
684,Expense,Staff Salary,-8539,2025-02-25,Winter,Snowy,,
685,Revenue,Rental,50,2025-02-25,Summer,Rainy,2462,
686,Revenue,Ticket Sale,2100,2025-02-25,Summer,Windy,5487,
687,Revenue,Rental,90,2025-02-25,Summer,Windy,5346,
688,Expense,Staff Salary,-8086,2025-02-25,Summer,Rainy,,
689,Expense,Ambulance Call,-1213,2025-02-25,Summer,Rainy,,353
690,Expense,Staff Salary,-8180,2025-02-25,Winter,Foggy,,
691,Expense,Equipment Maintenance,-384,2025-02-25,Winter,Windy,,
692,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,1136,
693,Revenue,Rental,135,2025-02-25,Winter,Windy,9571,
694,Expense,Equipment Maintenance,-364,2025-02-25,Winter,Foggy,,
695,Expense,Ambulance Call,-1662,2025-02-25,Summer,Sunny,,16
696,Revenue,Rental,150,2025-02-25,Summer,Sunny,5636,
697,Expense,Ambulance Call,-1063,2025-02-25,Winter,Windy,,4
698,Revenue,Ticket Sale,200,2025-02-25,Summer,Rainy,1817,
699,Expense,Ambulance Call,-1938,2025-02-25,Winter,Foggy,,923
700,Expense,Ambulance Call,-1918,2025-02-25,Winter,Sunny,,262
701,Expense,Staff Salary,-5375,2025-02-25,Winter,Windy,,
702,Revenue,Rental,315,2025-02-25,Winter,Foggy,1526,
703,Expense,Equipment Maintenance,-790,2025-02-25,Summer,Sunny,,
704,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,5280,
705,Expense,Staff Salary,-7534,2025-02-25,Summer,Sunny,,
706,Expense,Ambulance Call,-2248,2025-02-25,Summer,Windy,,256
707,Revenue,Rental,70,2025-02-25,Winter,Foggy,7820,
708,Expense,Ambulance Call,-1312,2025-02-25,Winter,Foggy,,126
709,Expense,Equipment Maintenance,-765,2025-02-25,Summer,Windy,,
710,Expense,Equipment Maintenance,-387,2025-02-25,Winter,Windy,,
711,Expense,Staff Salary,-8775,2025-02-25,Winter,Snowy,,
712,Expense,Ambulance Call,-1434,2025-02-25,Summer,Windy,,923
713,Expense,Ambulance Call,-1681,2025-02-25,Summer,Rainy,,745
714,Expense,Equipment Maintenance,-434,2025-02-25,Summer,Rainy,,
715,Expense,Staff Salary,-5073,2025-02-25,Summer,Sunny,,
716,Revenue,Ticket Sale,5600,2025-02-25,Winter,Windy,3303,
717,Expense,Staff Salary,-6394,2025-02-25,Summer,Sunny,,
718,Expense,Staff Salary,-6693,2025-02-25,Summer,Sunny,,
719,Expense,Equipment Maintenance,-646,2025-02-25,Summer,Sunny,,
720,Revenue,Ticket Sale,3500,2025-02-25,Winter,Windy,8582,
721,Revenue,Ticket Sale,100,2025-02-25,Summer,Sunny,1896,
722,Expense,Staff Salary,-6156,2025-02-25,Winter,Foggy,,
723,Expense,Staff Salary,-6580,2025-02-25,Winter,Foggy,,
724,Expense,Ambulance Call,-2113,2025-02-25,Summer,Windy,,93
725,Revenue,Rental,280,2025-02-25,Winter,Sunny,9458,
726,Revenue,Rental,30,2025-02-25,Summer,Sunny,3535,
727,Revenue,Ticket Sale,1400,2025-02-25,Summer,Windy,8945,
728,Revenue,Ticket Sale,880,2025-02-25,Winter,Sunny,1000,
729,Revenue,Rental,240,2025-02-25,Winter,Sunny,4347,
730,Expense,Staff Salary,-7829,2025-02-25,Summer,Sunny,,
731,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,2995,
732,Revenue,Rental,30,2025-02-25,Summer,Rainy,4849,
733,Expense,Staff Salary,-4027,2025-02-25,Summer,Windy,,
734,Revenue,Rental,120,2025-02-25,Winter,Windy,1354,
735,Revenue,Rental,40,2025-02-25,Winter,Snowy,9380,
736,Expense,Equipment Maintenance,-836,2025-02-25,Winter,Windy,,
737,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,9076,
738,Expense,Equipment Maintenance,-797,2025-02-25,Summer,Rainy,,
739,Expense,Equipment Maintenance,-596,2025-02-25,Winter,Windy,,
740,Revenue,Ticket Sale,150,2025-02-25,Summer,Sunny,5643,
741,Revenue,Ticket Sale,560,2025-02-25,Winter,Windy,5960,
742,Expense,Ambulance Call,-1248,2025-02-25,Summer,Sunny,,256
743,Expense,Equipment Maintenance,-849,2025-02-25,Summer,Windy,,
744,Revenue,Rental,100,2025-02-25,Summer,Sunny,6861,
745,Expense,Staff Salary,-5098,2025-02-25,Summer,Windy,,
746,Revenue,Ticket Sale,2100,2025-02-25,Summer,Windy,3858,
747,Expense,Staff Salary,-6881,2025-02-25,Winter,Foggy,,
748,Revenue,Rental,90,2025-02-25,Summer,Rainy,5560,
749,Expense,Equipment Maintenance,-802,2025-02-25,Summer,Sunny,,
750,Expense,Staff Salary,-5378,2025-02-25,Summer,Rainy,,
751,Revenue,Rental,30,2025-02-25,Winter,Foggy,6309,
752,Expense,Staff Salary,-7735,2025-02-25,Summer,Windy,,
753,Revenue,Ticket Sale,2800,2025-02-25,Summer,Sunny,1483,
754,Revenue,Ticket Sale,300,2025-02-25,Winter,Snowy,2740,
755,Revenue,Rental,50,2025-02-25,Summer,Rainy,4876,
756,Expense,Equipment Maintenance,-643,2025-02-25,Winter,Windy,,
757,Expense,Staff Salary,-5058,2025-02-25,Winter,Sunny,,
758,Revenue,Ticket Sale,150,2025-02-25,Summer,Sunny,2194,
759,Revenue,Ticket Sale,100,2025-02-25,Summer,Windy,3851,
760,Expense,Equipment Maintenance,-452,2025-02-25,Winter,Windy,,
761,Revenue,Rental,315,2025-02-25,Winter,Snowy,5136,
762,Expense,Ambulance Call,-1507,2025-02-25,Summer,Windy,,414
763,Expense,Equipment Maintenance,-425,2025-02-25,Winter,Snowy,,
764,Expense,Staff Salary,-8586,2025-02-25,Winter,Sunny,,
765,Revenue,Rental,160,2025-02-25,Winter,Sunny,1544,
766,Expense,Equipment Maintenance,-644,2025-02-25,Winter,Foggy,,
767,Revenue,Rental,180,2025-02-25,Winter,Foggy,9653,
768,Expense,Staff Salary,-4220,2025-02-25,Winter,Snowy,,
769,Expense,Ambulance Call,-1722,2025-02-25,Summer,Windy,,638
770,Expense,Equipment Maintenance,-324,2025-02-25,Winter,Sunny,,
771,Expense,Equipment Maintenance,-827,2025-02-25,Summer,Windy,,
772,Revenue,Rental,225,2025-02-25,Winter,Sunny,9474,
773,Expense,Equipment Maintenance,-341,2025-02-25,Winter,Sunny,,
774,Expense,Staff Salary,-7986,2025-02-25,Winter,Sunny,,
775,Revenue,Rental,30,2025-02-25,Summer,Sunny,5749,
776,Expense,Ambulance Call,-1929,2025-02-25,Summer,Windy,,102
777,Revenue,Ticket Sale,5600,2025-02-25,Winter,Foggy,9755,
778,Expense,Equipment Maintenance,-738,2025-02-25,Winter,Foggy,,
779,Expense,Staff Salary,-4344,2025-02-25,Winter,Sunny,,
780,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,1528,
781,Revenue,Rental,50,2025-02-25,Summer,Rainy,6481,
